artist,origin,school,art_movement,FirstYear,LastYear,Places
Pieter Gevers,West,,,,,
Louis E.F. Garreau,West,,,,,
Pieter Gaal,West,,,,,
Steven Goblé,West,,,,,
Willem van den Goorberg,West,,,,,
Jan Evert Grave,West,,,,,
Pieter Wagenaar (II),West,,,,,
Pieter van Somerwil (I),West,,,,,
Gerrit Groenewegen,West,,,,,
Johannes Adrianus van Geffen,West,,,,,
Isaac van Haastert,West,,,,,
Adrianus Koekebakker,West,,,,,
Johannes van Somerwil (I),West,,,,,
Frederik van Strant (II),West,,,,,
Jan Bonket,West,,,,,
Hendrik Hoogers,West,,,,,
Daniel Stalpaert,West,,,,,
Egidius Pieter Prick,West,,,,,
Jordanus Hoorn,West,,,,,
Louis Fabritius Dubourg,West,,,,,
Abraham van der Hoeff,West,,,,,
Antoni Elliger,West,,,,,
Johann Goll van Frankenstein (I),West,,,,,
Joannes Galle,West,,,,,
Frans Hogenberg,West,,,,,
Jean Grandjean,West,,,,,
Gerrit de Broen (Jr.),West,,,,,
Hendrik Duller,West,,,,,
Johannes Petrus van Horstok,West,,,,,
Julius Mülhüssen,West,,,,,
Jan Hulswit,West,,,,,
Willem van Strant,West,,,,,
David Pièrre Giottino Humbert de Superville,West,,,,,
Jan Anthonie Langendijk Dzn,West,,,,,
W.W. Hughes,West,,,,,
Charles Paul Furne,West,,,,,
The London Stereoscopic Company,West,,,,,
James Elliott,West,,,,,
Furne Fils & H. Tournier & Drier,West,,,,,
Florent Grau,West,,,,,
Hans Baldung Grien,West,,,,,
Hans Burgkmair (der Ältere),West,,,,,
Barthel Beham,West,,,,,
Hans Sebald Beham,West,,,,,
Jacob Binck,West,,,,,
Georg Pencz,West,,,,,
Lucas Cranach (I),West,,,,,
Jan van Call (I),West,,,,,
Gillis Clignet,West,,,,,
Casper Casteleyn,West,,,,,
Jan van de Cappelle,West,,,,,
Cranach atelier,West,,,,,
Hans Holbein (II),West,,,,,
William Russell Sedgfield,West,,,,,
Jean-Baptiste Janelle (de Jonge),West,,,,,
Clément Jayet,West,,,,,
Meester van Rimini,West,,,,,
Meester IP,West,,,,,
Mary A. Swan,West,,,,,
Antonio Rossellino,West,,,,,
Adriaen van der Weyden,West,,,,,
Jan Abrahamsz. Beerstraten,West,,,,,
Alexandrine (winkelbedrijf),West,,,,,
Maison de Bonneterie,West,,,,,
M. Laimböck,West,,,,,
Cornelis Pietersz. Bega,West,,,,,
Anthonie Beerstraten,West,,,,,
Jan de Bisschop,West,,,,,
Matthijs Bril,West,,,,,
Nicolaes de Bruyn,West,,,,,
Gilles van Coninxloo (II),West,,,,,
Pieter de Jode (I),West,,,,,
Theodoor Loockemans,West,,,,,
Jan Harmensz. Muller,West,,,,,
Jacob Savery (I),West,,,,,
Hans Speckaert,West,,,,,
David Vinckboons,West,,,,,
Pieter Oosterhuis,West,,,,,
Henri Plaut,West,,,,,
Maria Elisabeth Hille,West,,,,,
Goupil & Cie,West,,,,,
Charles Clifford,West,,,,,
Pellegrino Tibaldi,West,,,,,
Jacopo Tintoretto,West,,,,,
Garofalo,West,,,,,
Jacob Toorenvliet,West,,,,,
Jacob van der Ulft,West,,,,,
Harmanus Uppink,West,,,,,
Willem Uppink,West,,,,,
Joachim Wtewael,West,,,,,
Joseph Denis Odevaere,West,,,,,
Abraham Alewijn (1673-1735),West,,,,,
Girolamo dai Libri,West,,,,,
Arent Arentsz.,West,,,,,
David Adolph Constant Artz,West,,,,,
Jan van Assen,West,,,,,
Hendrik Meerman,West,,,,,
Jacob Jan Nachenius,West,,,,,
Bernard Vaillant,West,,,,,
Jacob van Nieulandt,West,,,,,
Jacob de Wet (I),West,,,,,
Louis Henri de Fontenay,West,,,,,
Jan Claesz.,West,,,,,
Friese School 1542,West,,,,,
Simon Dubois,West,,,,,
Leandro Bassano,West,,,,,
Nicolaas Bastert,West,,,,,
Nicolaas Baur,West,,,,,
Adriaen Cornelisz Beeldemaker,West,,,,,
Cornelis Beelt,West,,,,,
Job Adriaensz Berckheyde,West,,,,,
Charles van Beveren,West,,,,,
Herman Wolters,West,,,,,
Hermanus Numan,West,,,,,
Tibout Regters,West,,,,,
Jacob Maris,West,,,,,
Bernardus Johannes Blommers,West,,,,,
Nicolaes van Borculo,West,,,,,
Paris Bordone,West,,,,,
Johannes Bosboom,West,,,,,
Jheronimus Bosch,West,,,,,
John Miers,West,,,,,
Henrik Ploetz,West,,,,,
Simon Schaasberg,West,,,,,
Anton Mirou,West,,,,,
Meester E.S.,West,,,,,
Gottfried Boy,West,,,,,
Richard Brakenburg,West,,,,,
Albertus Jonas Brandt,West,,,,,
Hendrick Mommers,West,,,,,
Lorenzo Monaco,West,,,,,
Louis de Moni,West,,,,,
Johann G. M,West,,,,,
Bartolommeo Montagna,West,,,,,
Michiel van Musscher,West,,,,,
Matthijs Naiveu,West,,,,,
Antonio Zanchi,West,,,,,
Louis Jean Jacques Durameau,West,,,,,
Willem van de Velde (II),West,,,,,
Marcello Venusti,West,,,,,
Herman Verelst,West,,,,,
Paolo Veronese,West,,,,,
Lieve Pietersz. Verschuier,West,,,,,
Petrus Gerardus Vertin,West,,,,,
Willem van der Vliet (ca. 1584-1642),West,,,,,
Ary de Vois,West,,,,,
Huygh Pietersz Voskuyl,West,,,,,
Sebastiaan Vrancx,West,,,,,
Cornelis de Baellieur (I),West,,,,,
Cornelis Engelsz.,West,,,,,
Hendrick ten Oever,West,,,,,
Simon Opzoomer,West,,,,,
Francesco Traballesi,West,,,,,
Cornelis de Zeeuw,West,,,,,
Léon Pierre Jouvin,West,,,,,
Albert Greiner,West,,,,,
Noël Marie Paymal Lerebours,West,,,,,
Abraham A. Vermeulen,West,,,,,
Hill & Adamson,West,,,,,
William England,West,,,,,
Julius Perger,West,,,,,
Blitz en Zn,West,,,,,
Frith & Co.,West,,,,,
Bernard Picart,West,,,,,
Bartholomeus Willemsz. Dolendo,West,,,,,
Pierre Louis Dubourcq,West,,,,,
Jacobus van Dijck,West,,,,,
Alexander Liernur,West,,,,,
Matthijs Maris,West,,,,,
Jan van der Meer (II),West,,,,,
Master of Alkmaar,West,,,,,
Master of the St Elizabeth Panels,West,,,,,
Barthélémy d' Eyck,West,,,,,
Meester van San Miniato,West,,,,,
Salomon Mesdach,West,,,,,
George van der Mijn,West,,,,,
Herman van der Mijn,West,,,,,
Sébastien Bourdon,West,,,,,
Jacques Callot,West,,,,,
Raymond de Lafage,West,,,,,
Eustache Lesueur,West,,,,,
Israël Silvestre,West,,,,,
Dirk Druyf,West,,,,,
Hendrik Carré (II),West,,,,,
Bartholomäus Dietterlin,West,,,,,
Henri Fantin-Latour,West,,,,,
Domenico Bossi,West,,,,,
Johann Heinrich von Hurter,West,,,,,
Gerrit Kamphuysen,West,,,,,
Pieter van der Werff,West,,,,,
Hendrik van den Bosch,West,,,,,
Alexander Hugo Bakker Korff,West,,,,,
Théophile de Bock,West,,,,,
Lambert de Hondt (II),West,,,,,
Dirk Jan van der Laan,West,,,,,
Theodor Hildebrandt,West,,,,,
Franciscus Josephus Fricot,West,,,,,
Jacob Spoel,West,,,,,
Pieter de Josselin de Jong,West,,,,,
Adriaan Boudewijnse,West,,,,,
M. Loebell,West,,,,,
Jan Stolker,West,,,,,
Conrad Kuster,West,,,,,
Jacob Christof Le Blon,West,,,,,
Louis Tocqué,West,,,,,
Joseph Pierre Vianey,West,,,,,
Gherardo Starnina,West,,,,,
Jacob Joseph Eeckhout,West,,,,,
Jan Kamphuysen,West,,,,,
Edme Quenedey,West,,,,,
Pieter Lesage,West,,,,,
Catharina van Hemessen,West,,,,,
Cornelis Lelienbergh,West,,,,,
Mathieu Lenain (le cadet),West,,,,,
Pierre Brebiette,West,,,,,
Anno Knütgen,West,,,,,
John Hoskins,West,,,,,
Gerrit Lundens,West,,,,,
Johannes Keeman,West,,,,,
Louis de Haan,West,,,,,
Andries Grill,West,,,,,
Laurens Potmans,West,,,,,
C.D. le Lorrain,West,,,,,
Duvelleroy,West,,,,,
Snessoog de,West,,,,,
Isaac Junius,West,,,,,
H.C. Inskipp,West,,,,,
C.M. Ferrier & F. von Martens,West,,,,,
Hugh Owen,West,,,,,
Carlo Ponti,West,,,,,
Victor Daveluy,West,,,,,
Louis Fizanne,West,,,,,
Andries Jager,West,,,,,
Jules Queval,West,,,,,
Wenceslaus Hollar,West,,,,,
Richard Gaywood,West,,,,,
Fierlants,West,,,,,
Edmond Fierlants,West,,,,,
J.G. Tunny,West,,,,,
Francis Bedford,West,,,,,
Jan Veth,West,,,,,
Francois Coudray,West,,,,,
Gerard Edelinck,West,,,,,
Johannes Eillarts,West,,,,,
Taupin et Cie,West,,,,,
Charles Joseph Dominique Eisen,West,,,,,
Hendrik Elandt,West,,,,,
Gerard de Jode,West,,,,,
Johannes Janson,West,,,,,
Jan Gerritsz. van Bronchorst,West,,,,,
Master of Delft,West,,,,,
Constantino Cumano,West,,,,,
Claude Henri Watelet,West,,,,,
Monogrammist GG,West,,,,,
Willem Drost,West,,,,,
Johannes Tavenraat,West,,,,,
Boëtius Adamsz. Bolswert,West,,,,,
Philippus Jacobus Brepols,West,,,,,
Pieter van Loon,West,,,,,
Jonas Suyderhoef,West,,,,,
Reinier Vinkeles,West,,,,,
Alexander Senegat,West,,,,,
Mari ten Kate,West,,,,,
Francis Seymour-Haden (Sir),West,,,,,
Suzuki Harunobu,West,,,,,
Raffaello Guidi,West,,,,,
Theo Colenbrander,West,,,,,
Pieter Tanjé,West,,,,,
De Witte Starre,West,,,,,
Isaak Beckett,West,,,,,
Constantijn à Renesse,West,,,,,
Jan Ruyscher,West,,,,,
Lucas van Uden,West,,,,,
Philips Augustijn Immenraet,West,,,,,
Jean Baptiste Bonnecroy,West,,,,,
Lodewijk de Vadder,West,,,,,
Philippus Velijn,West,,,,,
Nicolaas Verkolje,West,,,,,
baron Reinierus Albertus Ludovicus van Isendoorn à Blois,West,,,,,
Gust van de Wall Perné,West,,,,,
Louis Apol,West,,,,,
Johann Joseph Schwachhofer,West,,,,,
Cornelis Galle (I),West,,,,,
Pieter Feddes van Harlingen,West,,,,,
Taco Jan Scheltema,West,,,,,
Ernst Willem Jan Bagelaar,West,,,,,
Pieter de Mare,West,,,,,
Firma Wed. N.S.A. Brantjes en Co.,West,,,,,
Jan Georg van Vliet,West,,,,,
Carel Adolph Lion Cachet,West,,,,,
N.V. Plateelbakkerij Zuid-Holland,West,,,,,
Johannes Wierix,West,,,,,
Georg Schreiber,West,,,,,
Wierix,West,,,,,
John Smith of Chichester,West,,,,,
Hendrick Jacobsz. Dubbels,West,,,,,
Simon van der Does,West,,,,,
Leendert van der Cooghen,West,,,,,
Herman Coets,West,,,,,
Guilliam du Gardijn,West,,,,,
Lambert Doomer,West,,,,,
Ignace Joseph de Claussin,West,,,,,
Georges Malbeste,West,,,,,
Pierre François Basan,West,,,,,
Bartholomeus Breenbergh,West,,,,,
Paul Bril,West,,,,,
Pieter Fransz. de Grebber,West,,,,,
Cornelis Dusart,West,,,,,
Jacob Esselens,West,,,,,
Theodoor Galle,West,,,,,
Cornelis Galle (II),West,,,,,
Cornelis Galle,West,,,,,
Theodor de Bry,West,,,,,
Pieter Holsteyn (II),West,,,,,
Noach van der Meer (II),West,,,,,
Joseph Dupont,West,,,,,
Anthonie van den Bos,West,,,,,
Médéric Mieusement,West,,,,,
Salomon Savery,West,,,,,
Reyer Anslo,West,,,,,
Nicolas Pitau (I),West,,,,,
Robert Macpherson,West,,,,,
Bisson Frères,West,,,,,
Wilhelm Ivens,West,,,,,
Robert Nanteuil,West,,,,,
Jan Verkolje (I),West,,,,,
Jan Verkolje (II),West,,,,,
François Boucher,West,,,,,
Louis Marin Bonnet,West,,,,,
Pieter Anthony Wakkerdak,West,,,,,
Michel Barthélémy Ollivier,West,,,,,
Philippe Louis Parizeau,West,,,,,
Thomas van der Wilt,West,,,,,
Monogrammist BVH,West,,,,,
Monogrammist JM (18e eeuw),West,,,,,
Pierre Michel Alix,West,,,,,
Philibert-Louis Debucourt,West,,,,,
Jean Antoine Watteau,West,,,,,
Jean François Janinet,West,,,,,
Charles Melchior Descourtis,West,,,,,
Louis Gabriel Moreau,West,,,,,
Théodore Géricault,West,,,,,
Rodolphe Bresdin,West,,,,,
Félix Bracquemond,West,,,,,
Charles Meryon,West,,,,,
William Blake,West,,,,,
Jusepe de Ribera,West,,,,,
Jean Leclerc,West,,,,,
Petrus Aeneae,West,,,,,
Ignatius Joseph van den Berghe,West,,,,,
Pieter van den Berge,West,,,,,
Frederik Christiaan Bierweiler,West,,,,,
Daniël Birrius,West,,,,,
Pieter van Bleeck,West,,,,,
Abraham de Blois,West,,,,,
Abraham Bloteling,West,,,,,
Weesper porseleinfabriek,West,,,,,
Jan Symonsz Pynas,West,,,,,
Jean Mauger,West,,,,,
Johannes Lutma (II),West,,,,,
Jérôme Roussel,West,,,,,
Monogrammist IVR (17e eeuw),West,,,,,
Pieter Jansz. Post,West,,,,,
Herman Henstenburgh,West,,,,,
Alessandro Gandini,West,,,,,
Gerrit Grasdorp,West,,,,,
Josua de Grave,West,,,,,
Richard Earlom,West,,,,,
Theodoor van Thulden,West,,,,,
Jan Thomas,West,,,,,
S. Thaysses,West,,,,,
Jacob Gole,West,,,,,
John Greenwood,West,,,,,
Jan de Groot,West,,,,,
Alexander van Haecken,West,,,,,
Jan Luder,West,,,,,
Reynier Arondeaux,West,,,,,
Gerrit Rademaker,West,,,,,
Porseleinfabriek Den Haag,West,,,,,
Abraham Rademaker,West,,,,,
Abraham Rutgers,West,,,,,
Ansbach,West,,,,,
Willem Romeyn,West,,,,,
Lodewijk Willem van Kooten (II),West,,,,,
Jan Hoogsaat,West,,,,,
Constantijn Huygens (II),West,,,,,
Simon Haichele,West,,,,,
Johannes Christiaan Bendorp,West,,,,,
Monogrammist D,West,,,,,
Frans Decker,West,,,,,
Eugène François de Block,West,,,,,
Christian Huygens,West,,,,,
De Bloempot,West,,,,,
Hans Schäufelein,West,,,,,
Giovanni Badile (I),West,,,,,
Antonio Pisanello,West,,,,,
Jacopo de' Barbari,West,,,,,
Filippo Bellini,West,,,,,
Giovanni di Benedetto Bandini,West,,,,,
Federico Barocci,West,,,,,
Bartolommeo (Fra),West,,,,,
Cherubino Alberti,West,,,,,
Benedetto Caliari,West,,,,,
Andrea Boscoli,West,,,,,
Luca Cambiaso,West,,,,,
Annibale Carracci,West,,,,,
Domenico Beccafumi,West,,,,,
Giovanni Cambiaso,West,,,,,
Agostino Carracci,West,,,,,
Pieter Schenk (I),West,,,,,
Pieter Jansz,West,,,,,
Guglielmo Caccia,West,,,,,
Giovanni Battista Montano,West,,,,,
Orazio de Santis,West,,,,,
Aurelio Luini,West,,,,,
Lelio Orsi,West,,,,,
Girolamo Muziano,West,,,,,
Pier Francesco Morazzone,West,,,,,
Jacopo Palma (il Giovane),West,,,,,
Perino del Vaga,West,,,,,
Giulio Cesare Procaccini,West,,,,,
Parmigianino,West,,,,,
Domenico Passignano,West,,,,,
Fra Paolino da Pistoia,West,,,,,
Polidoro da Caravaggio,West,,,,,
Bernardino Poccetti,West,,,,,
Jacopo Pontormo,West,,,,,
Jacopo Ripanda,West,,,,,
Francesco Salviati,West,,,,,
Bartolomeo Schedoni,West,,,,,
Girolamo Sicciolante,West,,,,,
Schiavone,West,,,,,
Giuliano da Sangallo,West,,,,,
Antonio Tempesta,West,,,,,
Domenico Tintoretto,West,,,,,
Federico Zuccaro,West,,,,,
Giorgio Vasari,West,,,,,
Antonio Maria Viani,West,,,,,
Ventura Salimbeni,West,,,,,
Jan Goeree,West,,,,,
Jan Pieter Barbier,West,,,,,
J.O. Christoph Beck,West,,,,,
Pierre Courteys (I),West,,,,,
Jean Court,West,,,,,
Pierre Raymond,West,,,,,
Jean Limosin,West,,,,,
Matthias Melin,West,,,,,
H. de Heus,West,,,,,
Hendrick Goudt,West,,,,,
Jan Augustin van der Goes,West,,,,,
Pierre Clérissy,West,,,,,
Joseph Hannonge,West,,,,,
Johan van Kerkhoff,West,,,,,
Koninklijke Porseleinfabriek Dommer & Co.,West,,,,,
Hendrik Verschuring,West,,,,,
Jan Vincentsz. van der Vinne,West,,,,,
Laurens Vincentsz. van der Vinne,West,,,,,
weduwe Jan Baptist Xavery,West,,,,,
Martin Holtzhey,West,,,,,
Gerrit Marshoorn,West,,,,,
Porceleinfabriek aan den Amstel,West,,,,,
La Courtille,West,,,,,
Adrianus Johannes Bik,West,,,,,
Willem Schellinks,West,,,,,
Pieter Claesz. Soutman,West,,,,,
Jan Gabrielsz. Sonjé,West,,,,,
Berlijn,West,,,,,
Jan van Somer,West,,,,,
Pieter Cornelisz. van Slingelandt,West,,,,,
Hendrik Soukens,West,,,,,
Wilhelm Caspar Wegely,West,,,,,
Abraham Storck,West,,,,,
Jacobus Storck,West,,,,,
Jan Jansz. den Uyl (II),West,,,,,
Hendrik van der Straaten,West,,,,,
Philip Tidemann,West,,,,,
Mattheus Terwesten,West,,,,,
Augustinus Terwesten (I),West,,,,,
Johan Teyler,West,,,,,
W. Verbeeck,West,,,,,
Pieter Cornelisz. Verbeeck,West,,,,,
Rochus van Veen,West,,,,,
Pieter Jan Kaiser,West,,,,,
Höchst,West,,,,,
Adriaen Hendriksz. Verboom,West,,,,,
Porseleinfabriek Ludwigsburg,West,,,,,
Fulda,West,,,,,
Gijsbert Hol,West,,,,,
Jacob Hoolaart,West,,,,,
Arnold Houbraken,West,,,,,
Jan van Huchtenburg,West,,,,,
Jacques Jonghelinck,West,,,,,
Christian Maler,West,,,,,
Jan Baptist Berterham,West,,,,,
Iven Besoet,West,,,,,
Albertus Besseling,West,,,,,
Johannes Alexander Rudolf Best,West,,,,,
Joannis Jacobus Bijlaert,West,,,,,
Willem Bilderdijk,West,,,,,
Wouter Jansz. Binneman,West,,,,,
Cornelis Bisschop (1762-na 1827),West,,,,,
Gaspar Bouttats,West,,,,,
Philibert Bouttats (I),West,,,,,
Nicolaas Braeu,West,,,,,
Leendert Brasser,West,,,,,
Dirck de Bray,West,,,,,
Mattheus Ignatius van Bree,West,,,,,
Gillis van Breen,West,,,,,
Cornelius Varley,West,,,,,
Bernardino Campi,West,,,,,
Giulio Campi,West,,,,,
Jacopo da Empoli,West,,,,,
Alessandro Casolani,West,,,,,
Giuseppe Cesari,West,,,,,
Cigoli,West,,,,,
Ferraù Fenzoni,West,,,,,
Paolo Farinati,West,,,,,
Battista Franco,West,,,,,
Leone Leoni,West,,,,,
Girolamo da Carpi,West,,,,,
Giovanni Martini,West,,,,,
Antonio Gentile da Faenza,West,,,,,
Bernardino Lanino,West,,,,,
Giulio Romano,West,,,,,
Pirro Ligorio,West,,,,,
Hermanus van Brussel,West,,,,,
Abraham de Bruyn,West,,,,,
Johan Philip van der Kellen,West,,,,,
Édouard Jarrot,West,,,,,
Gaetano Gandolfi,West,,,,,
Pietro Antonio III Novelli,West,,,,,
Giovanni Domenico Tiepolo,West,,,,,
Giuseppe Valeriani,West,,,,,
Giuseppe Bernardino Bison,West,,,,,
Fabrizio Galliari,West,,,,,
Giuseppe Galli Bibiena,West,,,,,
Pieter van Bloemen,West,,,,,
Pieter Bout,West,,,,,
Abraham van Diepenbeeck,West,,,,,
Pieter de Jode (II),West,,,,,
Albert Flamen,West,,,,,
Jan Fijt,West,,,,,
L. Jordaens,West,,,,,
Gonzales van Heylen,West,,,,,
Abraham Genoels (II),West,,,,,
Godfried Maes,West,,,,,
Erasmus Quellinus (II),West,,,,,
Bonaventura Peeters (I),West,,,,,
Cornelis Apostool,West,,,,,
Cornelis Apeus,West,,,,,
Petrus Johannes Arendzen,West,,,,,
Johannes Christiaan d' Arnaud Gerkens,West,,,,,
Robert van Audenaerd,West,,,,,
Johannes Jacobsz van den Aveele,West,,,,,
Johann Wilhelm Baur,West,,,,,
Pieter van Avont,West,,,,,
Cornelis van Baarsel,West,,,,,
Johannes van Baden,West,,,,,
Martin Baes,West,,,,,
G. de Köning,West,,,,,
Dirk Maas,West,,,,,
Monogrammist GZB,West,,,,,
Maria Sibylla Merian,West,,,,,
Albert Meyeringh,West,,,,,
Isaac de Moucheron,West,,,,,
Jan van Mieris,West,,,,,
Jacob Marrel,West,,,,,
Cornelis Moninckx,West,,,,,
Jan Miense Molenaer,West,,,,,
Jan van Noordt (1623-1676),West,,,,,
Johan George Holtzhey,West,,,,,
George,West,,,,,
Adriaen van der Kabel,West,,,,,
Giovanni Francesco Grimaldi,West,,,,,
Jan van Call (II),West,,,,,
Michel Lasne,West,,,,,
Gerrit Bleker,West,,,,,
David Bles,West,,,,,
François van Bleyswijck,West,,,,,
Daniël de Blieck,West,,,,,
Cornelis Bloemaert (II),West,,,,,
Ippitsusai Bunchô,West,,,,,
Katsukawa Shunsho,West,,,,,
Katsukawa Shunei,West,,,,,
Katsukawa Shuncho,West,,,,,
Kubota Shunman,West,,,,,
Kitagawa Utamaro,West,,,,,
Momokawa Chôki,West,,,,,
Hosoda Eishi,West,,,,,
"Toyokuni (II) , Utagawa",West,,,,,
"Toyokuni (I) , Utagawa",West,,,,,
Utagawa Kunimasa,West,,,,,
John Faber (I),West,,,,,
Katsushika Hokusai,West,,,,,
Ryûryûkyo Shinsai,West,,,,,
Katsushika Taito II,West,,,,,
Totoya Hokkei,West,,,,,
Yashima Gakutei,West,,,,,
"Shigenobu (I) , Yanagawa",West,,,,,
Sonsai Kôichi,West,,,,,
Sunayama Gosei,West,,,,,
"Hiroshige (I) , Utagawa",West,,,,,
"Kunisada (I) , Utagawa",West,,,,,
Utagawa Kuniyasu,West,,,,,
Utagawa Sadakage,West,,,,,
Utagawa Kuniyoshi,West,,,,,
Keisai Eisen,West,,,,,
Kikugawa Eishin,West,,,,,
Gilles Neyts,West,,,,,
Wigerus Vitringa,West,,,,,
Anthonie Waterloo,West,,,,,
Jan Weenix,West,,,,,
Jan Worst,West,,,,,
Pieter Withoos,West,,,,,
Alida Withoos,West,,,,,
Abraham Willaerts,West,,,,,
Evert Wyntgis,West,,,,,
Gerard Pietersz. van Zijl,West,,,,,
Caspar van Wittel,West,,,,,
Monogrammist AVB (17e eeuw),West,,,,,
Monogrammist PL (tekenaar),West,,,,,
Monogrammist BVB,West,,,,,
Augustin Braun,West,,,,,
Wegner & Mottu,West,,,,,
Christina Chalon,West,,,,,
Jan Chalon,West,,,,,
Nicolas Chevalier,West,,,,,
Johannes Franciscus Christ,West,,,,,
Pieter Casper Christ,West,,,,,
G. van Citters,West,,,,,
J.L. Claessens,West,,,,,
Lambertus Antonius Claessens,West,,,,,
Peeter Boel,West,,,,,
Quirin Boel,West,,,,,
Cornelis Bogerts,West,,,,,
Cornelis Brouwer,West,,,,,
Hans Bol,West,,,,,
Johannes Arnoldus Boland,West,,,,,
Frederick Bloemaert,West,,,,,
Jacques Blondeau,West,,,,,
Schelte Adamsz. Bolswert,West,,,,,
Roeland van Bolten,West,,,,,
Karel Frederik Bombled,West,,,,,
Eloy Bonnejonne,West,,,,,
Anton van der Borcht,West,,,,,
Hendrik van der Borcht (de Jonge),West,,,,,
Pieter van der Borcht (I),West,,,,,
Mattheus Borrekens,West,,,,,
Jan Willem van Borselen,West,,,,,
Anthonie van Borssom,West,,,,,
Jacob Bos,West,,,,,
Caspar van den Bos,West,,,,,
Cornelis Bos,West,,,,,
Jan Bos Wz.,West,,,,,
Dirck Bosboom,West,,,,,
François Stuerhelt,West,,,,,
Adriaen Collaert,West,,,,,
Hans Collaert (I),West,,,,,
Monogrammist IC,West,,,,,
Jan Collaert (II),West,,,,,
Karel van Mallery,West,,,,,
Jan Baptiste Collaert,West,,,,,
Richard Collin,West,,,,,
Cornelis Koning (?-1671),West,,,,,
Abraham J. Conradus,West,,,,,
Jan Daniël Cornelis Carel Willem baron de Constant Rebecque,West,,,,,
Petrus Cool,West,,,,,
Thomas Simon Cool,West,,,,,
Dirck Volckertsz Coornhert,West,,,,,
Hieronymus Cock,West,,,,,
Jurriaan Cootwijck,West,,,,,
Cheng Men,West,,,,,
François van Stapele,West,,,,,
Jan Jacob Fels,West,,,,,
G. Ladan,West,,,,,
Auguste Salzmann,West,,,,,
Zeger Jacob van Helmont,West,,,,,
Luigi Sacchi,West,,,,,
Nicolaes Aartman,West,,,,,
Hendrik Jan van Amerom,West,,,,,
Anthony Andriessen,West,,,,,
Nicolaes Ficke,West,,,,,
I.M. Fiehne,West,,,,,
Pierre Firens,West,,,,,
Arend Fokke Willemsz.,West,,,,,
Jan Fokke,West,,,,,
David Teniers (II),West,,,,,
Cornelis de Wael,West,,,,,
Adrianus van Everdingen,West,,,,,
Jacob Hoefnagel,West,,,,,
Josef Hoevenaar,West,,,,,
Jan de Hoey,West,,,,,
François van den Hoeye,West,,,,,
Hendrik Hofsnider,West,,,,,
Abraham Hogenberg,West,,,,,
Remigius Hogenberg,West,,,,,
Lukas van Hoger,West,,,,,
Joan Homius,West,,,,,
Abraham Daniëlsz. Hondius,West,,,,,
Carel Frederik Bendorp (I),West,,,,,
Balthasar Florisz. van Berckenrode,West,,,,,
Floris Balthasarsz. van Berckenrode,West,,,,,
Cornelis van den Berg,West,,,,,
Hendrik Berg,West,,,,,
Joannes van de Berg,West,,,,,
Simon van den Berg,West,,,,,
Martinus Berkenboom,West,,,,,
Mathäus Berkman,West,,,,,
J.B. Bernaert,West,,,,,
Balthasar Bernards,West,,,,,
Jan Griffier (I),West,,,,,
Jan van Heyningen,West,,,,,
Arnout Rentinck,West,,,,,
Monogrammist M (Duitsland),West,,,,,
Cornelis de Cocq,West,,,,,
Johan Coenraad Hamburger,West,,,,,
Hendrik van Hilten,West,,,,,
Cornelis Cort,West,,,,,
Marten Corver,West,,,,,
David Coster,West,,,,,
Gilles van Couwenberch,West,,,,,
Henricus Wilhelmus Couwenberg,West,,,,,
Gijsbertus Craeyvanger,West,,,,,
Reinier Craeyvanger,West,,,,,
Ernst Ludwig Creite,West,,,,,
jonkheer Isaac Lambertus Cremer van den Berch van Heemstede,West,,,,,
Johan Frederik Croockewit,West,,,,,
Lievin Cruyl,West,,,,,
Dominicus Custos,West,,,,,
Daniël van den Bremden,West,,,,,
Salomon Brenwald,West,,,,,
Gerrit de Broen (Sr.),West,,,,,
Willem de Broen,West,,,,,
Jan Gerritsz. van Bronckhorst,West,,,,,
Albertus Brondgeest,West,,,,,
Jan van Brosterhuyzen,West,,,,,
Anna Catharina Brouwer,West,,,,,
Jan Brouwer,West,,,,,
Justus Brouwer,West,,,,,
Guillaume Anne van der Brugghen,West,,,,,
Tieleman Cato Bruining,West,,,,,
Frans Brun,West,,,,,
Barend de Bailliu,West,,,,,
Pieter de Bailliu (I),West,,,,,
Alexander Hieronymus Bakhuyzen (II),West,,,,,
Barent de Bakker,West,,,,,
Frans de Bakker,West,,,,,
Peeter Baltens,West,,,,,
Jacobus Baptist,West,,,,,
Laurens Barata,West,,,,,
Jan-Baptist Barbé,West,,,,,
Johanna de Bruyn,West,,,,,
Assuerus van Londerseel,West,,,,,
Johannes of Lucas van Doetechum,West,,,,,
Willem de Bruin,West,,,,,
Johann Theodor de Bry,West,,,,,
Gilles Antoine Demarteau,West,,,,,
Gilles Demarteau,West,,,,,
Pieter Devel,West,,,,,
Jan Frederik van Deventer,West,,,,,
Lodewijk de Deyster,West,,,,,
Hendrik Frans Diamaer,West,,,,,
Adriaan Jacob Willem van Dielen,West,,,,,
Willem Matthias Jan van Dielen,West,,,,,
Barentie Willem Dietz,West,,,,,
C.L. van Langenhuysen,West,,,,,
Willem Cornelis van Dijk,West,,,,,
Jan Michiel Dionisy,West,,,,,
Jan Diricks van Campen,West,,,,,
Dirk Dirksen,West,,,,,
Jan Ditmaer,West,,,,,
Antony van der Does,West,,,,,
Christian Forssell,West,,,,,
Jan Fouceel,West,,,,,
Lucas Franchoys (II),West,,,,,
